id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_02303,audio_02303.wav,Priya,Western Europe,Canadian English,English,69.17,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02304,audio_02304.wav,Nora,Central Asia,Standard English,English,63.64,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02305,audio_02305.wav,Mateo,North America,British English,English,43.24,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02306,audio_02306.wav,Priya,Western Europe,African English,English,78.52,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02307,audio_02307.wav,Daniel,Middle East,African English,English,103.09,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02308,audio_02308.wav,Hassan,Central Asia,Spanish-accented English,English,133.33,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02309,audio_02309.wav,Ibrahim,South Asia,Australian English,English,41.54,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02310,audio_02310.wav,Nora,North America,Australian English,English,82.6,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02311,audio_02311.wav,Zara,South East Asia,Standard English,English,69.8,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02312,audio_02312.wav,Sofia,South East Asia,Indian English,English,25.71,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02313,audio_02313.wav,Lina,Middle East,African English,English,125.54,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02314,audio_02314.wav,Emil,Latin America,British English,English,84.31,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02315,audio_02315.wav,Mira,Central Asia,Australian English,English,64.72,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02316,audio_02316.wav,Lina,East Africa,Arabic-accented English,English,101.84,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02317,audio_02317.wav,Mira,South Asia,Australian English,English,99.92,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02318,audio_02318.wav,Emil,Western Europe,Arabic-accented English,English,117.4,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02319,audio_02319.wav,Lina,Eastern Europe,French-accented English,English,119.16,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02320,audio_02320.wav,Aisha,East Africa,British English,English,57.36,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02321,audio_02321.wav,Nora,Latin America,African English,English,58.8,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02322,audio_02322.wav,Lina,Central Asia,Canadian English,English,103.17,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02323,audio_02323.wav,Amina,Eastern Europe,Arabic-accented English,English,113.65,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02324,audio_02324.wav,Emil,Middle East,British English,English,85.3,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02325,audio_02325.wav,Daniel,Eastern Europe,French-accented English,English,55.35,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02326,audio_02326.wav,Mira,Oceania,Canadian English,English,20.64,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02327,audio_02327.wav,Sofia,Oceania,Indian English,English,34.56,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02328,audio_02328.wav,Daniel,South East Asia,Canadian English,English,74.28,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02329,audio_02329.wav,Lina,Western Europe,Arabic-accented English,English,92.36,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02330,audio_02330.wav,Ibrahim,Latin America,French-accented English,English,63.45,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02331,audio_02331.wav,Nora,Middle East,Standard English,English,10.87,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02332,audio_02332.wav,Hassan,Latin America,Canadian English,English,89.29,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02333,audio_02333.wav,Sofia,Western Europe,Spanish-accented English,English,91.64,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02334,audio_02334.wav,Daniel,Middle East,Spanish-accented English,English,128.77,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02335,audio_02335.wav,Mateo,North America,Canadian English,English,70.09,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02336,audio_02336.wav,Mateo,Western Europe,Canadian English,English,52.24,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02337,audio_02337.wav,Hassan,Oceania,French-accented English,English,24.31,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02338,audio_02338.wav,Amina,North America,British English,English,128.64,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02339,audio_02339.wav,Lina,Latin America,French-accented English,English,117.14,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02340,audio_02340.wav,Priya,Latin America,Canadian English,English,92.4,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02341,audio_02341.wav,Emil,Latin America,Arabic-accented English,English,25.39,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02342,audio_02342.wav,Hassan,Middle East,French-accented English,English,59.26,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02343,audio_02343.wav,Daniel,Western Europe,Australian English,English,90.49,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02344,audio_02344.wav,Mateo,Eastern Europe,Canadian English,English,58.28,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02345,audio_02345.wav,Hassan,Middle East,French-accented English,English,86.88,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02346,audio_02346.wav,Hassan,East Africa,African English,English,76.36,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02347,audio_02347.wav,Hassan,Middle East,Arabic-accented English,English,114.0,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02348,audio_02348.wav,Lina,Oceania,Australian English,English,102.97,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02349,audio_02349.wav,Sofia,Eastern Europe,Australian English,English,91.18,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02350,audio_02350.wav,Nora,North America,Indian English,English,87.95,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02351,audio_02351.wav,Daniel,Western Europe,Spanish-accented English,English,38.65,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02352,audio_02352.wav,Mateo,Latin America,French-accented English,English,46.52,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02353,audio_02353.wav,Ibrahim,South Asia,Canadian English,English,110.57,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02354,audio_02354.wav,Ibrahim,South Asia,Canadian English,English,93.18,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02355,audio_02355.wav,Ibrahim,Western Europe,Canadian English,English,78.83,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02356,audio_02356.wav,Mateo,Middle East,Australian English,English,74.05,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02357,audio_02357.wav,Leo,Eastern Europe,Canadian English,English,98.81,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02358,audio_02358.wav,Nora,North America,British English,English,11.71,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02359,audio_02359.wav,Victor,South East Asia,British English,English,18.35,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02360,audio_02360.wav,Hassan,Oceania,Standard English,English,104.38,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02361,audio_02361.wav,Ibrahim,North America,Spanish-accented English,English,80.96,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02362,audio_02362.wav,Lina,Latin America,Standard English,English,77.19,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02363,audio_02363.wav,Mateo,Oceania,Indian English,English,48.2,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02364,audio_02364.wav,Daniel,South East Asia,Indian English,English,103.28,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02365,audio_02365.wav,Hassan,Oceania,African English,English,64.81,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02366,audio_02366.wav,Lina,Western Europe,Australian English,English,108.51,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02367,audio_02367.wav,Ibrahim,Western Europe,Australian English,English,97.46,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02368,audio_02368.wav,Victor,South East Asia,Standard English,English,15.81,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02369,audio_02369.wav,Mira,East Africa,Arabic-accented English,English,42.67,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02370,audio_02370.wav,Daniel,Western Europe,African English,English,112.26,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02371,audio_02371.wav,Priya,Western Europe,Standard English,English,42.92,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02372,audio_02372.wav,Amina,Oceania,French-accented English,English,29.37,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02373,audio_02373.wav,Lina,Latin America,African English,English,59.76,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02374,audio_02374.wav,Lina,Western Europe,Australian English,English,98.6,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02375,audio_02375.wav,Mateo,Oceania,Spanish-accented English,English,105.73,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02376,audio_02376.wav,Zara,South Asia,Canadian English,English,33.3,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02377,audio_02377.wav,Priya,North America,Standard English,English,93.7,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02378,audio_02378.wav,Leo,Middle East,Spanish-accented English,English,79.43,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02379,audio_02379.wav,Mira,South East Asia,Standard English,English,131.75,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02380,audio_02380.wav,Hassan,East Africa,Spanish-accented English,English,121.96,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02381,audio_02381.wav,Ibrahim,Oceania,Canadian English,English,26.4,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02382,audio_02382.wav,Aisha,Central Asia,Spanish-accented English,English,127.28,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02383,audio_02383.wav,Daniel,South Asia,Indian English,English,129.55,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02384,audio_02384.wav,Priya,East Africa,British English,English,87.77,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02385,audio_02385.wav,Mira,Middle East,Indian English,English,18.95,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02386,audio_02386.wav,Daniel,Oceania,French-accented English,English,115.13,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02387,audio_02387.wav,Priya,Oceania,Canadian English,English,132.06,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02388,audio_02388.wav,Priya,Middle East,French-accented English,English,88.09,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02389,audio_02389.wav,Sofia,South East Asia,Australian English,English,31.38,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02390,audio_02390.wav,Lina,Middle East,Canadian English,English,125.45,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02391,audio_02391.wav,Daniel,Central Asia,British English,English,19.29,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02392,audio_02392.wav,Nora,Eastern Europe,African English,English,95.42,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02393,audio_02393.wav,Mira,North America,African English,English,95.79,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02394,audio_02394.wav,Leo,Eastern Europe,Spanish-accented English,English,107.21,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02395,audio_02395.wav,Aisha,Latin America,French-accented English,English,41.41,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02396,audio_02396.wav,Lina,East Africa,Indian English,English,128.18,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02397,audio_02397.wav,Sofia,Central Asia,African English,English,39.23,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02398,audio_02398.wav,Sofia,North America,British English,English,31.85,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02399,audio_02399.wav,Mira,Central Asia,African English,English,9.94,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02400,audio_02400.wav,Amina,Central Asia,French-accented English,English,124.9,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02401,audio_02401.wav,Ibrahim,Eastern Europe,Standard English,English,133.91,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02402,audio_02402.wav,Lina,Eastern Europe,Spanish-accented English,English,131.37,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02403,audio_02403.wav,Leo,Eastern Europe,Spanish-accented English,English,102.17,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02404,audio_02404.wav,Hassan,North America,French-accented English,English,91.26,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02405,audio_02405.wav,Mateo,South Asia,Spanish-accented English,English,129.75,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02406,audio_02406.wav,Ibrahim,East Africa,Standard English,English,77.52,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02407,audio_02407.wav,Emil,Central Asia,Spanish-accented English,English,91.58,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02408,audio_02408.wav,Daniel,Central Asia,Spanish-accented English,English,14.16,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02409,audio_02409.wav,Zara,East Africa,Spanish-accented English,English,91.27,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02410,audio_02410.wav,Priya,South East Asia,Canadian English,English,67.61,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02411,audio_02411.wav,Daniel,Oceania,British English,English,13.18,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02412,audio_02412.wav,Mateo,Western Europe,Standard English,English,107.76,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02413,audio_02413.wav,Sofia,Oceania,Standard English,English,90.11,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02414,audio_02414.wav,Leo,Latin America,Indian English,English,111.52,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02415,audio_02415.wav,Daniel,Oceania,French-accented English,English,24.11,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02416,audio_02416.wav,Daniel,Middle East,Arabic-accented English,English,32.26,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02417,audio_02417.wav,Aisha,East Africa,Spanish-accented English,English,129.24,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02418,audio_02418.wav,Ibrahim,Latin America,Indian English,English,130.03,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02419,audio_02419.wav,Zara,Western Europe,British English,English,89.16,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02420,audio_02420.wav,Nora,East Africa,Australian English,English,59.29,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02421,audio_02421.wav,Amina,East Africa,Indian English,English,62.07,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02422,audio_02422.wav,Mateo,North America,Arabic-accented English,English,54.91,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02423,audio_02423.wav,Sofia,Central Asia,Standard English,English,117.9,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02424,audio_02424.wav,Zara,Oceania,African English,English,106.25,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02425,audio_02425.wav,Hassan,Central Asia,African English,English,32.8,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02426,audio_02426.wav,Emil,Oceania,British English,English,60.14,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02427,audio_02427.wav,Ibrahim,Western Europe,Australian English,English,69.22,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02428,audio_02428.wav,Hassan,Latin America,Spanish-accented English,English,106.09,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02429,audio_02429.wav,Mateo,Middle East,British English,English,119.32,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02430,audio_02430.wav,Mateo,South Asia,Canadian English,English,123.28,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02431,audio_02431.wav,Priya,South Asia,Indian English,English,32.46,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02432,audio_02432.wav,Victor,Middle East,Australian English,English,80.13,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02433,audio_02433.wav,Amina,Western Europe,Australian English,English,21.15,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02434,audio_02434.wav,Zara,Eastern Europe,British English,English,96.96,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02435,audio_02435.wav,Leo,North America,Australian English,English,71.79,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02436,audio_02436.wav,Zara,North America,Canadian English,English,24.89,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02437,audio_02437.wav,Zara,South East Asia,Standard English,English,20.29,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02438,audio_02438.wav,Nora,Latin America,Arabic-accented English,English,104.74,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02439,audio_02439.wav,Lina,Central Asia,Australian English,English,38.74,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02440,audio_02440.wav,Nora,Central Asia,Canadian English,English,104.14,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02441,audio_02441.wav,Ibrahim,South East Asia,French-accented English,English,118.01,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02442,audio_02442.wav,Nora,North America,Standard English,English,43.9,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02443,audio_02443.wav,Sofia,Middle East,French-accented English,English,115.11,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02444,audio_02444.wav,Lina,Eastern Europe,African English,English,37.3,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02445,audio_02445.wav,Mira,Latin America,Spanish-accented English,English,50.67,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02446,audio_02446.wav,Priya,Eastern Europe,Canadian English,English,23.21,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02447,audio_02447.wav,Amina,Latin America,Arabic-accented English,English,121.96,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02448,audio_02448.wav,Emil,North America,Canadian English,English,100.26,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02449,audio_02449.wav,Leo,South Asia,Arabic-accented English,English,133.84,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02450,audio_02450.wav,Nora,North America,Australian English,English,29.02,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02451,audio_02451.wav,Amina,Eastern Europe,Australian English,English,110.05,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02452,audio_02452.wav,Nora,South Asia,British English,English,14.98,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02453,audio_02453.wav,Victor,Eastern Europe,Spanish-accented English,English,119.96,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02454,audio_02454.wav,Hassan,Latin America,Australian English,English,51.69,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02455,audio_02455.wav,Mira,Central Asia,French-accented English,English,29.55,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02456,audio_02456.wav,Lina,Oceania,African English,English,72.62,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02457,audio_02457.wav,Sofia,North America,African English,English,85.52,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02458,audio_02458.wav,Sofia,South East Asia,Arabic-accented English,English,102.32,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02459,audio_02459.wav,Amina,South East Asia,Spanish-accented English,English,125.15,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02460,audio_02460.wav,Lina,South East Asia,British English,English,74.2,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02461,audio_02461.wav,Zara,South East Asia,Arabic-accented English,English,12.77,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02462,audio_02462.wav,Priya,Eastern Europe,French-accented English,English,64.04,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02463,audio_02463.wav,Hassan,Eastern Europe,Standard English,English,80.54,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02464,audio_02464.wav,Zara,South East Asia,Indian English,English,36.69,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02465,audio_02465.wav,Ibrahim,Oceania,Indian English,English,17.32,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02466,audio_02466.wav,Priya,South Asia,Standard English,English,104.55,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02467,audio_02467.wav,Hassan,South Asia,Indian English,English,30.31,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02468,audio_02468.wav,Lina,North America,Spanish-accented English,English,44.86,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02469,audio_02469.wav,Mira,Western Europe,African English,English,15.06,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02470,audio_02470.wav,Mira,Western Europe,African English,English,43.91,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02471,audio_02471.wav,Amina,South East Asia,Standard English,English,80.1,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02472,audio_02472.wav,Sofia,Western Europe,Standard English,English,85.91,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02473,audio_02473.wav,Lina,East Africa,African English,English,63.86,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02474,audio_02474.wav,Zara,South East Asia,Australian English,English,84.25,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02475,audio_02475.wav,Daniel,East Africa,Arabic-accented English,English,39.17,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
