id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_03053,img_03053,Kyiv Artifact - 1993,1993,Ancient Era,Kyiv,artifact,scientific expedition,"A artifact from Kyiv depicting scientific expedition during the ancient era around 1993. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Artifact - 1993. This object was discovered in Kyiv and relates to scientific expedition. It dates to approximately 1993, representing a period of cultural, trade, or political activity."
hist_03054,img_03054,Constantinople Artifact - 1476,1476,Modern Century,Constantinople,artifact,farming community,"A artifact from Constantinople depicting farming community during the modern century around 1476. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Artifact - 1476. This object was discovered in Constantinople and relates to farming community. It dates to approximately 1476, representing a period of cultural, trade, or political activity."
hist_03055,img_03055,Venice Map - 1221,1221,Medieval Period,Venice,map,religious procession,"A map from Venice depicting religious procession during the medieval period around 1221. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Map - 1221. This object was discovered in Venice and relates to religious procession. It dates to approximately 1221, representing a period of cultural, trade, or political activity."
hist_03056,img_03056,Kyiv Map - 1875,1875,Ancient Era,Kyiv,map,city planning,"A map from Kyiv depicting city planning during the ancient era around 1875. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Map - 1875. This object was discovered in Kyiv and relates to city planning. It dates to approximately 1875, representing a period of cultural, trade, or political activity."
hist_03057,img_03057,Constantinople Portrait - 1450,1450,Industrial Age,Constantinople,portrait,cultural festival,"A portrait from Constantinople depicting cultural festival during the industrial age around 1450. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Portrait - 1450. This object was discovered in Constantinople and relates to cultural festival. It dates to approximately 1450, representing a period of cultural, trade, or political activity."
hist_03058,img_03058,Cairo Manuscript - 1568,1568,Medieval Period,Cairo,manuscript,cultural festival,"A manuscript from Cairo depicting cultural festival during the medieval period around 1568. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Manuscript - 1568. This object was discovered in Cairo and relates to cultural festival. It dates to approximately 1568, representing a period of cultural, trade, or political activity."
hist_03059,img_03059,London Artifact - 1586,1586,Modern Century,London,artifact,royal ceremony,"A artifact from London depicting royal ceremony during the modern century around 1586. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Artifact - 1586. This object was discovered in London and relates to royal ceremony. It dates to approximately 1586, representing a period of cultural, trade, or political activity."
hist_03060,img_03060,Nanjing Document - 1895,1895,Colonial Period,Nanjing,document,colonial exchange,"A document from Nanjing depicting colonial exchange during the colonial period around 1895. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Document - 1895. This object was discovered in Nanjing and relates to colonial exchange. It dates to approximately 1895, representing a period of cultural, trade, or political activity."
hist_03061,img_03061,Moscow Coin - 1379,1379,Early Modern Era,Moscow,coin,civil ceremony,"A coin from Moscow depicting civil ceremony during the early modern era around 1379. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Coin - 1379. This object was discovered in Moscow and relates to civil ceremony. It dates to approximately 1379, representing a period of cultural, trade, or political activity."
hist_03062,img_03062,London Portrait - 1600,1600,Early Modern Era,London,portrait,religious procession,"A portrait from London depicting religious procession during the early modern era around 1600. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Portrait - 1600. This object was discovered in London and relates to religious procession. It dates to approximately 1600, representing a period of cultural, trade, or political activity."
hist_03063,img_03063,Cuzco Painting - 1395,1395,Modern Century,Cuzco,painting,scientific expedition,"A painting from Cuzco depicting scientific expedition during the modern century around 1395. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Painting - 1395. This object was discovered in Cuzco and relates to scientific expedition. It dates to approximately 1395, representing a period of cultural, trade, or political activity."
hist_03064,img_03064,Delhi Portrait - 1551,1551,Industrial Age,Delhi,portrait,royal ceremony,"A portrait from Delhi depicting royal ceremony during the industrial age around 1551. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Portrait - 1551. This object was discovered in Delhi and relates to royal ceremony. It dates to approximately 1551, representing a period of cultural, trade, or political activity."
hist_03065,img_03065,Cairo Statue - 1780,1780,Ancient Era,Cairo,statue,harbor activity,"A statue from Cairo depicting harbor activity during the ancient era around 1780. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Statue - 1780. This object was discovered in Cairo and relates to harbor activity. It dates to approximately 1780, representing a period of cultural, trade, or political activity."
hist_03066,img_03066,Kyiv Artifact - 1710,1710,Modern Century,Kyiv,artifact,market scene,"A artifact from Kyiv depicting market scene during the modern century around 1710. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Artifact - 1710. This object was discovered in Kyiv and relates to market scene. It dates to approximately 1710, representing a period of cultural, trade, or political activity."
hist_03067,img_03067,Beijing Document - 1353,1353,Colonial Period,Beijing,document,harbor activity,"A document from Beijing depicting harbor activity during the colonial period around 1353. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Document - 1353. This object was discovered in Beijing and relates to harbor activity. It dates to approximately 1353, representing a period of cultural, trade, or political activity."
hist_03068,img_03068,Kyiv Map - 1880,1880,Early Modern Era,Kyiv,map,harbor activity,"A map from Kyiv depicting harbor activity during the early modern era around 1880. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Map - 1880. This object was discovered in Kyiv and relates to harbor activity. It dates to approximately 1880, representing a period of cultural, trade, or political activity."
hist_03069,img_03069,Kyiv Coin - 1266,1266,Ancient Era,Kyiv,coin,trade route,"A coin from Kyiv depicting trade route during the ancient era around 1266. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Coin - 1266. This object was discovered in Kyiv and relates to trade route. It dates to approximately 1266, representing a period of cultural, trade, or political activity."
hist_03070,img_03070,Cairo Coin - 1422,1422,Ancient Era,Cairo,coin,scientific expedition,"A coin from Cairo depicting scientific expedition during the ancient era around 1422. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Coin - 1422. This object was discovered in Cairo and relates to scientific expedition. It dates to approximately 1422, representing a period of cultural, trade, or political activity."
hist_03071,img_03071,Delhi Coin - 1700,1700,Early Modern Era,Delhi,coin,trade route,"A coin from Delhi depicting trade route during the early modern era around 1700. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Coin - 1700. This object was discovered in Delhi and relates to trade route. It dates to approximately 1700, representing a period of cultural, trade, or political activity."
hist_03072,img_03072,London Painting - 1876,1876,Medieval Period,London,painting,trade route,"A painting from London depicting trade route during the medieval period around 1876. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Painting - 1876. This object was discovered in London and relates to trade route. It dates to approximately 1876, representing a period of cultural, trade, or political activity."
hist_03073,img_03073,Alexandria Coin - 1558,1558,Colonial Period,Alexandria,coin,farming community,"A coin from Alexandria depicting farming community during the colonial period around 1558. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Coin - 1558. This object was discovered in Alexandria and relates to farming community. It dates to approximately 1558, representing a period of cultural, trade, or political activity."
hist_03074,img_03074,London Photograph - 1358,1358,Medieval Period,London,photograph,cultural festival,"A photograph from London depicting cultural festival during the medieval period around 1358. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Photograph - 1358. This object was discovered in London and relates to cultural festival. It dates to approximately 1358, representing a period of cultural, trade, or political activity."
hist_03075,img_03075,Beijing Manuscript - 1950,1950,Ancient Era,Beijing,manuscript,religious procession,"A manuscript from Beijing depicting religious procession during the ancient era around 1950. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Manuscript - 1950. This object was discovered in Beijing and relates to religious procession. It dates to approximately 1950, representing a period of cultural, trade, or political activity."
hist_03076,img_03076,Kyiv Manuscript - 1497,1497,Early Modern Era,Kyiv,manuscript,trade route,"A manuscript from Kyiv depicting trade route during the early modern era around 1497. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Manuscript - 1497. This object was discovered in Kyiv and relates to trade route. It dates to approximately 1497, representing a period of cultural, trade, or political activity."
hist_03077,img_03077,Delhi Artifact - 1454,1454,Industrial Age,Delhi,artifact,civil ceremony,"A artifact from Delhi depicting civil ceremony during the industrial age around 1454. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Artifact - 1454. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1454, representing a period of cultural, trade, or political activity."
hist_03078,img_03078,Nanjing Photograph - 1608,1608,Early Modern Era,Nanjing,photograph,harbor activity,"A photograph from Nanjing depicting harbor activity during the early modern era around 1608. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Photograph - 1608. This object was discovered in Nanjing and relates to harbor activity. It dates to approximately 1608, representing a period of cultural, trade, or political activity."
hist_03079,img_03079,Beijing Coin - 1811,1811,Industrial Age,Beijing,coin,market scene,"A coin from Beijing depicting market scene during the industrial age around 1811. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Coin - 1811. This object was discovered in Beijing and relates to market scene. It dates to approximately 1811, representing a period of cultural, trade, or political activity."
hist_03080,img_03080,Baghdad Statue - 1895,1895,Modern Century,Baghdad,statue,scientific expedition,"A statue from Baghdad depicting scientific expedition during the modern century around 1895. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Statue - 1895. This object was discovered in Baghdad and relates to scientific expedition. It dates to approximately 1895, representing a period of cultural, trade, or political activity."
hist_03081,img_03081,Baghdad Manuscript - 1986,1986,Industrial Age,Baghdad,manuscript,harbor activity,"A manuscript from Baghdad depicting harbor activity during the industrial age around 1986. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Manuscript - 1986. This object was discovered in Baghdad and relates to harbor activity. It dates to approximately 1986, representing a period of cultural, trade, or political activity."
hist_03082,img_03082,London Manuscript - 1767,1767,Ancient Era,London,manuscript,harbor activity,"A manuscript from London depicting harbor activity during the ancient era around 1767. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Manuscript - 1767. This object was discovered in London and relates to harbor activity. It dates to approximately 1767, representing a period of cultural, trade, or political activity."
hist_03083,img_03083,Kyiv Portrait - 1504,1504,Colonial Period,Kyiv,portrait,civil ceremony,"A portrait from Kyiv depicting civil ceremony during the colonial period around 1504. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Portrait - 1504. This object was discovered in Kyiv and relates to civil ceremony. It dates to approximately 1504, representing a period of cultural, trade, or political activity."
hist_03084,img_03084,Cairo Letter - 1387,1387,Medieval Period,Cairo,letter,religious procession,"A letter from Cairo depicting religious procession during the medieval period around 1387. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Letter - 1387. This object was discovered in Cairo and relates to religious procession. It dates to approximately 1387, representing a period of cultural, trade, or political activity."
hist_03085,img_03085,Moscow Ceramic - 1739,1739,Colonial Period,Moscow,ceramic,cultural festival,"A ceramic from Moscow depicting cultural festival during the colonial period around 1739. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Ceramic - 1739. This object was discovered in Moscow and relates to cultural festival. It dates to approximately 1739, representing a period of cultural, trade, or political activity."
hist_03086,img_03086,Kyiv Engraving - 1901,1901,Early Modern Era,Kyiv,engraving,city planning,"A engraving from Kyiv depicting city planning during the early modern era around 1901. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Engraving - 1901. This object was discovered in Kyiv and relates to city planning. It dates to approximately 1901, representing a period of cultural, trade, or political activity."
hist_03087,img_03087,Delhi Ceramic - 1637,1637,Industrial Age,Delhi,ceramic,religious procession,"A ceramic from Delhi depicting religious procession during the industrial age around 1637. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Ceramic - 1637. This object was discovered in Delhi and relates to religious procession. It dates to approximately 1637, representing a period of cultural, trade, or political activity."
hist_03088,img_03088,Mughal court Document - 1228,1228,Industrial Age,Mughal court,document,trade route,"A document from Mughal court depicting trade route during the industrial age around 1228. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Document - 1228. This object was discovered in Mughal court and relates to trade route. It dates to approximately 1228, representing a period of cultural, trade, or political activity."
hist_03089,img_03089,Nanjing Map - 1290,1290,Early Modern Era,Nanjing,map,scientific expedition,"A map from Nanjing depicting scientific expedition during the early modern era around 1290. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Map - 1290. This object was discovered in Nanjing and relates to scientific expedition. It dates to approximately 1290, representing a period of cultural, trade, or political activity."
hist_03090,img_03090,Moscow Portrait - 1448,1448,Medieval Period,Moscow,portrait,farming community,"A portrait from Moscow depicting farming community during the medieval period around 1448. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Portrait - 1448. This object was discovered in Moscow and relates to farming community. It dates to approximately 1448, representing a period of cultural, trade, or political activity."
hist_03091,img_03091,Nanjing Document - 1835,1835,Early Modern Era,Nanjing,document,scientific expedition,"A document from Nanjing depicting scientific expedition during the early modern era around 1835. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Document - 1835. This object was discovered in Nanjing and relates to scientific expedition. It dates to approximately 1835, representing a period of cultural, trade, or political activity."
hist_03092,img_03092,Delhi Letter - 1254,1254,Modern Century,Delhi,letter,market scene,"A letter from Delhi depicting market scene during the modern century around 1254. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Letter - 1254. This object was discovered in Delhi and relates to market scene. It dates to approximately 1254, representing a period of cultural, trade, or political activity."
hist_03093,img_03093,Kyiv Ceramic - 1206,1206,Ancient Era,Kyiv,ceramic,farming community,"A ceramic from Kyiv depicting farming community during the ancient era around 1206. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Ceramic - 1206. This object was discovered in Kyiv and relates to farming community. It dates to approximately 1206, representing a period of cultural, trade, or political activity."
hist_03094,img_03094,Venice Painting - 1286,1286,Modern Century,Venice,painting,harbor activity,"A painting from Venice depicting harbor activity during the modern century around 1286. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Painting - 1286. This object was discovered in Venice and relates to harbor activity. It dates to approximately 1286, representing a period of cultural, trade, or political activity."
hist_03095,img_03095,Cairo Statue - 1309,1309,Early Modern Era,Cairo,statue,scientific expedition,"A statue from Cairo depicting scientific expedition during the early modern era around 1309. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Statue - 1309. This object was discovered in Cairo and relates to scientific expedition. It dates to approximately 1309, representing a period of cultural, trade, or political activity."
hist_03096,img_03096,Moscow Ceramic - 1779,1779,Ancient Era,Moscow,ceramic,cultural festival,"A ceramic from Moscow depicting cultural festival during the ancient era around 1779. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Ceramic - 1779. This object was discovered in Moscow and relates to cultural festival. It dates to approximately 1779, representing a period of cultural, trade, or political activity."
hist_03097,img_03097,Alexandria Engraving - 1324,1324,Colonial Period,Alexandria,engraving,scientific expedition,"A engraving from Alexandria depicting scientific expedition during the colonial period around 1324. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Engraving - 1324. This object was discovered in Alexandria and relates to scientific expedition. It dates to approximately 1324, representing a period of cultural, trade, or political activity."
hist_03098,img_03098,Constantinople Engraving - 1957,1957,Medieval Period,Constantinople,engraving,trade route,"A engraving from Constantinople depicting trade route during the medieval period around 1957. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Engraving - 1957. This object was discovered in Constantinople and relates to trade route. It dates to approximately 1957, representing a period of cultural, trade, or political activity."
hist_03099,img_03099,Constantinople Map - 1728,1728,Industrial Age,Constantinople,map,farming community,"A map from Constantinople depicting farming community during the industrial age around 1728. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Map - 1728. This object was discovered in Constantinople and relates to farming community. It dates to approximately 1728, representing a period of cultural, trade, or political activity."
hist_03100,img_03100,Alexandria Manuscript - 1339,1339,Medieval Period,Alexandria,manuscript,civil ceremony,"A manuscript from Alexandria depicting civil ceremony during the medieval period around 1339. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Manuscript - 1339. This object was discovered in Alexandria and relates to civil ceremony. It dates to approximately 1339, representing a period of cultural, trade, or political activity."
hist_03101,img_03101,Constantinople Artifact - 1508,1508,Ancient Era,Constantinople,artifact,harbor activity,"A artifact from Constantinople depicting harbor activity during the ancient era around 1508. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Artifact - 1508. This object was discovered in Constantinople and relates to harbor activity. It dates to approximately 1508, representing a period of cultural, trade, or political activity."
hist_03102,img_03102,Paris Portrait - 1696,1696,Ancient Era,Paris,portrait,cultural festival,"A portrait from Paris depicting cultural festival during the ancient era around 1696. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Portrait - 1696. This object was discovered in Paris and relates to cultural festival. It dates to approximately 1696, representing a period of cultural, trade, or political activity."
hist_03103,img_03103,Beijing Painting - 1268,1268,Ancient Era,Beijing,painting,market scene,"A painting from Beijing depicting market scene during the ancient era around 1268. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Painting - 1268. This object was discovered in Beijing and relates to market scene. It dates to approximately 1268, representing a period of cultural, trade, or political activity."
hist_03104,img_03104,Paris Photograph - 1732,1732,Ancient Era,Paris,photograph,battlefield,"A photograph from Paris depicting battlefield during the ancient era around 1732. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Photograph - 1732. This object was discovered in Paris and relates to battlefield. It dates to approximately 1732, representing a period of cultural, trade, or political activity."
hist_03105,img_03105,Kyiv Painting - 1685,1685,Industrial Age,Kyiv,painting,farming community,"A painting from Kyiv depicting farming community during the industrial age around 1685. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Painting - 1685. This object was discovered in Kyiv and relates to farming community. It dates to approximately 1685, representing a period of cultural, trade, or political activity."
hist_03106,img_03106,Delhi Photograph - 1256,1256,Industrial Age,Delhi,photograph,harbor activity,"A photograph from Delhi depicting harbor activity during the industrial age around 1256. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Photograph - 1256. This object was discovered in Delhi and relates to harbor activity. It dates to approximately 1256, representing a period of cultural, trade, or political activity."
hist_03107,img_03107,London Manuscript - 1388,1388,Colonial Period,London,manuscript,farming community,"A manuscript from London depicting farming community during the colonial period around 1388. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Manuscript - 1388. This object was discovered in London and relates to farming community. It dates to approximately 1388, representing a period of cultural, trade, or political activity."
hist_03108,img_03108,Beijing Ceramic - 1897,1897,Ancient Era,Beijing,ceramic,civil ceremony,"A ceramic from Beijing depicting civil ceremony during the ancient era around 1897. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Ceramic - 1897. This object was discovered in Beijing and relates to civil ceremony. It dates to approximately 1897, representing a period of cultural, trade, or political activity."
hist_03109,img_03109,Rome Map - 1642,1642,Medieval Period,Rome,map,civil ceremony,"A map from Rome depicting civil ceremony during the medieval period around 1642. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Map - 1642. This object was discovered in Rome and relates to civil ceremony. It dates to approximately 1642, representing a period of cultural, trade, or political activity."
hist_03110,img_03110,Paris Engraving - 1345,1345,Medieval Period,Paris,engraving,civil ceremony,"A engraving from Paris depicting civil ceremony during the medieval period around 1345. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Engraving - 1345. This object was discovered in Paris and relates to civil ceremony. It dates to approximately 1345, representing a period of cultural, trade, or political activity."
hist_03111,img_03111,Cuzco Engraving - 1723,1723,Medieval Period,Cuzco,engraving,cultural festival,"A engraving from Cuzco depicting cultural festival during the medieval period around 1723. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Engraving - 1723. This object was discovered in Cuzco and relates to cultural festival. It dates to approximately 1723, representing a period of cultural, trade, or political activity."
hist_03112,img_03112,London Ceramic - 1687,1687,Modern Century,London,ceramic,harbor activity,"A ceramic from London depicting harbor activity during the modern century around 1687. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Ceramic - 1687. This object was discovered in London and relates to harbor activity. It dates to approximately 1687, representing a period of cultural, trade, or political activity."
hist_03113,img_03113,Moscow Portrait - 1302,1302,Modern Century,Moscow,portrait,colonial exchange,"A portrait from Moscow depicting colonial exchange during the modern century around 1302. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Portrait - 1302. This object was discovered in Moscow and relates to colonial exchange. It dates to approximately 1302, representing a period of cultural, trade, or political activity."
hist_03114,img_03114,Constantinople Letter - 1481,1481,Ancient Era,Constantinople,letter,religious procession,"A letter from Constantinople depicting religious procession during the ancient era around 1481. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Letter - 1481. This object was discovered in Constantinople and relates to religious procession. It dates to approximately 1481, representing a period of cultural, trade, or political activity."
hist_03115,img_03115,Baghdad Letter - 1675,1675,Ancient Era,Baghdad,letter,religious procession,"A letter from Baghdad depicting religious procession during the ancient era around 1675. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Letter - 1675. This object was discovered in Baghdad and relates to religious procession. It dates to approximately 1675, representing a period of cultural, trade, or political activity."
hist_03116,img_03116,Beijing Ceramic - 1490,1490,Industrial Age,Beijing,ceramic,royal ceremony,"A ceramic from Beijing depicting royal ceremony during the industrial age around 1490. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Ceramic - 1490. This object was discovered in Beijing and relates to royal ceremony. It dates to approximately 1490, representing a period of cultural, trade, or political activity."
hist_03117,img_03117,Rome Portrait - 1211,1211,Modern Century,Rome,portrait,harbor activity,"A portrait from Rome depicting harbor activity during the modern century around 1211. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Portrait - 1211. This object was discovered in Rome and relates to harbor activity. It dates to approximately 1211, representing a period of cultural, trade, or political activity."
hist_03118,img_03118,Kyiv Artifact - 1866,1866,Ancient Era,Kyiv,artifact,scientific expedition,"A artifact from Kyiv depicting scientific expedition during the ancient era around 1866. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Artifact - 1866. This object was discovered in Kyiv and relates to scientific expedition. It dates to approximately 1866, representing a period of cultural, trade, or political activity."
hist_03119,img_03119,Nanjing Map - 1563,1563,Modern Century,Nanjing,map,colonial exchange,"A map from Nanjing depicting colonial exchange during the modern century around 1563. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Map - 1563. This object was discovered in Nanjing and relates to colonial exchange. It dates to approximately 1563, representing a period of cultural, trade, or political activity."
hist_03120,img_03120,Baghdad Coin - 1669,1669,Early Modern Era,Baghdad,coin,trade route,"A coin from Baghdad depicting trade route during the early modern era around 1669. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Coin - 1669. This object was discovered in Baghdad and relates to trade route. It dates to approximately 1669, representing a period of cultural, trade, or political activity."
hist_03121,img_03121,Moscow Document - 1712,1712,Modern Century,Moscow,document,battlefield,"A document from Moscow depicting battlefield during the modern century around 1712. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Document - 1712. This object was discovered in Moscow and relates to battlefield. It dates to approximately 1712, representing a period of cultural, trade, or political activity."
hist_03122,img_03122,Cairo Letter - 1737,1737,Medieval Period,Cairo,letter,farming community,"A letter from Cairo depicting farming community during the medieval period around 1737. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Letter - 1737. This object was discovered in Cairo and relates to farming community. It dates to approximately 1737, representing a period of cultural, trade, or political activity."
hist_03123,img_03123,Alexandria Map - 1871,1871,Modern Century,Alexandria,map,city planning,"A map from Alexandria depicting city planning during the modern century around 1871. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Map - 1871. This object was discovered in Alexandria and relates to city planning. It dates to approximately 1871, representing a period of cultural, trade, or political activity."
hist_03124,img_03124,Constantinople Statue - 1776,1776,Medieval Period,Constantinople,statue,colonial exchange,"A statue from Constantinople depicting colonial exchange during the medieval period around 1776. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Statue - 1776. This object was discovered in Constantinople and relates to colonial exchange. It dates to approximately 1776, representing a period of cultural, trade, or political activity."
hist_03125,img_03125,Nanjing Artifact - 1485,1485,Industrial Age,Nanjing,artifact,harbor activity,"A artifact from Nanjing depicting harbor activity during the industrial age around 1485. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Artifact - 1485. This object was discovered in Nanjing and relates to harbor activity. It dates to approximately 1485, representing a period of cultural, trade, or political activity."
hist_03126,img_03126,Delhi Artifact - 1269,1269,Industrial Age,Delhi,artifact,colonial exchange,"A artifact from Delhi depicting colonial exchange during the industrial age around 1269. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Artifact - 1269. This object was discovered in Delhi and relates to colonial exchange. It dates to approximately 1269, representing a period of cultural, trade, or political activity."
hist_03127,img_03127,Beijing Artifact - 1820,1820,Modern Century,Beijing,artifact,market scene,"A artifact from Beijing depicting market scene during the modern century around 1820. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Artifact - 1820. This object was discovered in Beijing and relates to market scene. It dates to approximately 1820, representing a period of cultural, trade, or political activity."
hist_03128,img_03128,London Artifact - 1719,1719,Medieval Period,London,artifact,farming community,"A artifact from London depicting farming community during the medieval period around 1719. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Artifact - 1719. This object was discovered in London and relates to farming community. It dates to approximately 1719, representing a period of cultural, trade, or political activity."
hist_03129,img_03129,Beijing Statue - 1914,1914,Early Modern Era,Beijing,statue,scientific expedition,"A statue from Beijing depicting scientific expedition during the early modern era around 1914. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Statue - 1914. This object was discovered in Beijing and relates to scientific expedition. It dates to approximately 1914, representing a period of cultural, trade, or political activity."
hist_03130,img_03130,Cairo Portrait - 1798,1798,Ancient Era,Cairo,portrait,religious procession,"A portrait from Cairo depicting religious procession during the ancient era around 1798. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Portrait - 1798. This object was discovered in Cairo and relates to religious procession. It dates to approximately 1798, representing a period of cultural, trade, or political activity."
hist_03131,img_03131,Paris Engraving - 1230,1230,Ancient Era,Paris,engraving,market scene,"A engraving from Paris depicting market scene during the ancient era around 1230. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Engraving - 1230. This object was discovered in Paris and relates to market scene. It dates to approximately 1230, representing a period of cultural, trade, or political activity."
hist_03132,img_03132,Nanjing Photograph - 1881,1881,Modern Century,Nanjing,photograph,colonial exchange,"A photograph from Nanjing depicting colonial exchange during the modern century around 1881. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Photograph - 1881. This object was discovered in Nanjing and relates to colonial exchange. It dates to approximately 1881, representing a period of cultural, trade, or political activity."
hist_03133,img_03133,Mughal court Statue - 1687,1687,Modern Century,Mughal court,statue,battlefield,"A statue from Mughal court depicting battlefield during the modern century around 1687. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Statue - 1687. This object was discovered in Mughal court and relates to battlefield. It dates to approximately 1687, representing a period of cultural, trade, or political activity."
hist_03134,img_03134,Constantinople Photograph - 1442,1442,Industrial Age,Constantinople,photograph,market scene,"A photograph from Constantinople depicting market scene during the industrial age around 1442. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Photograph - 1442. This object was discovered in Constantinople and relates to market scene. It dates to approximately 1442, representing a period of cultural, trade, or political activity."
hist_03135,img_03135,Rome Letter - 1973,1973,Colonial Period,Rome,letter,royal ceremony,"A letter from Rome depicting royal ceremony during the colonial period around 1973. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Letter - 1973. This object was discovered in Rome and relates to royal ceremony. It dates to approximately 1973, representing a period of cultural, trade, or political activity."
hist_03136,img_03136,Venice Photograph - 1456,1456,Modern Century,Venice,photograph,trade route,"A photograph from Venice depicting trade route during the modern century around 1456. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Photograph - 1456. This object was discovered in Venice and relates to trade route. It dates to approximately 1456, representing a period of cultural, trade, or political activity."
